合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,53436,27161,26275,57.33,73402,46655,26747,2026-09-15
159915,创业板ETF易方达,1540202,883782,656420,79.99,1804557,1002597,801960,2026-09-15
159919,沪深300ETF嘉实,98798,73798,25000,55.77,213639,137147,76492,2026-09-15
159922,中证500ETF嘉实,185104,122347,62757,54.43,381972,247337,134635,2026-09-15
