合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,99086,40006,59080,60.56,74529,46417,28112,2026-07-20
159915,创业板ETF易方达,3967889,2068746,1899143,67.3,2041255,1220112,821143,2026-07-20
159919,沪深300ETF嘉实,363895,167295,196600,49.71,288967,193023,95944,2026-07-20
159922,中证500ETF嘉实,548690,282052,266638,46.15,404923,277051,127872,2026-07-20
