合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,96,28420,944619,611668,332951,54.43,1477943,915618,562325,2026-09-17
510300,沪深300ETF华泰柏瑞,104,42416,775103,427741,347362,81.21,1301809,689017,612792,2026-09-17
510500,中证500ETF南方,160,177206,1530498,785185,745313,94.92,1457178,731816,725362,2026-09-17
588000,科创50ETF华夏,170,99298,2912989,1889569,1023420,54.16,2824186,1472880,1351306,2026-09-17
588080,科创50ETF易方达,164,9348,340713,196846,143867,73.09,594556,323492,271064,2026-09-17
