合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,47093,30948,16145,62.55,76031,46774,29257,2026-09-17
159915,创业板ETF易方达,1594697,941918,652779,80.03,1808045,1004310,803735,2026-09-17
159919,沪深300ETF嘉实,79791,48122,31669,52.45,224302,147128,77174,2026-09-17
159922,中证500ETF嘉实,167509,95824,71685,55.7,382302,245541,136761,2026-09-17
