合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,117099,30576,86523,89.28,81986,43315,38671,2026-05-18
159915,创业板ETF易方达,2033319,1101249,932070,117.99,1733830,795364,938466,2026-05-18
159919,沪深300ETF嘉实,143465,80614,62851,68.47,203905,121032,82873,2026-05-18
159922,中证500ETF嘉实,260501,117745,142756,59.46,353545,221718,131827,2026-05-18
