ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
HO2604,C,2650,36,18,3,317.6,-23.0,318.6,1,330.6,1,2971.561
HO2604,C,2700,36,26,1,281.2,-11.6,270.8,1,282.2,1,2971.561
HO2604,C,2750,36,23,0,245.6,0.0,224.2,1,234.8,1,2971.561
HO2604,C,2800,36,151,6,177.6,-21.0,178.8,1,188.8,1,2971.561
HO2604,C,2850,36,57,5,141.0,-12.6,135.4,1,144.4,1,2971.561
HO2604,C,2900,36,134,57,100.2,-11.0,97.2,1,102.6,1,2971.561
HO2604,C,2950,36,419,171,65.8,-8.4,63.0,1,67.8,1,2971.561
HO2604,C,3000,36,1073,484,41.4,-6.4,40.4,1,42.2,5,2971.561
HO2604,C,3050,36,552,340,25.2,-4.4,24.8,1,25.6,3,2971.561
HO2604,C,3100,36,1031,261,15.0,-3.8,15.0,4,16.0,4,2971.561
HO2604,C,3150,36,455,26,11.2,-1.6,10.2,1,10.6,2,2971.561
HO2604,C,3200,36,917,256,8.0,-1.4,7.6,17,8.0,5,2971.561
HO2604,C,3250,36,438,74,6.0,-1.2,5.6,2,6.0,2,2971.561
HO2604,C,3300,36,462,68,4.8,-1.0,4.2,10,5.0,7,2971.561
HO2604,C,3350,36,242,86,4.2,-0.6,4.0,1,4.2,4,2971.561
HO2604,C,3400,36,607,91,4.0,-0.6,3.8,1,4.2,11,2971.561
HO2604,C,3450,36,952,123,3.6,-0.6,3.6,6,3.8,1,2971.561
HO2604,P,2650,36,156,79,6.2,1.4,5.6,1,6.2,7,2971.561
HO2604,P,2700,36,233,173,8.0,2.0,7.4,4,7.8,1,2971.561
HO2604,P,2750,36,203,108,10.6,2.6,10.2,1,10.6,4,2971.561
HO2604,P,2800,36,441,79,13.6,2.4,13.8,1,14.6,2,2971.561
HO2604,P,2850,36,357,99,20.8,4.6,20.0,1,21.0,1,2971.561
HO2604,P,2900,36,518,216,29.2,4.6,30.4,4,31.6,1,2971.561
HO2604,P,2950,36,569,175,46.4,8.2,46.2,1,47.2,1,2971.561
HO2604,P,3000,36,875,376,71.2,11.0,72.4,1,74.0,2,2971.561
HO2604,P,3050,36,428,63,105.4,12.4,101.6,1,107.8,1,2971.561
HO2604,P,3100,36,264,45,143.8,11.6,145.0,2,150.0,1,2971.561
HO2604,P,3150,36,123,1,202.6,27.8,185.6,1,195.8,1,2971.561
HO2604,P,3200,36,124,1,243.2,22.0,232.4,1,243.2,1,2971.561
HO2604,P,3250,36,71,3,297.2,26.6,280.0,1,291.4,1,2971.561
HO2604,P,3300,36,75,10,339.6,21.8,328.2,1,340.2,1,2971.561
HO2604,P,3350,36,57,9,390.6,19.0,377.2,1,390.2,1,2971.561
HO2604,P,3400,36,75,39,436.4,14.8,426.4,1,439.8,1,2971.561
HO2604,P,3450,36,74,27,481.2,9.2,476.0,1,489.8,1,2971.561
