合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,60074,16473,43601,180.6,108477,38659,69818,2026-03-12
159915,创业板ETF易方达,1695170,640809,1054361,125.84,1377404,609899,767505,2026-03-12
159919,沪深300ETF嘉实,139264,47238,92026,86.0,237534,127704,109830,2026-03-12
159922,中证500ETF嘉实,267473,115307,152166,94.92,363063,186265,176798,2026-03-12
