ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
IO2604,C,4100,36,66,1,543.8,-33.2,545.0,1,564.8,1,4687.56
IO2604,C,4150,36,48,8,496.6,-31.6,500.0,2,515.2,1,4687.56
IO2604,C,4200,36,61,17,456.2,-24.2,450.2,1,464.6,1,4687.56
IO2604,C,4250,36,31,8,410.0,-22.6,402.8,1,417.4,1,4687.56
IO2604,C,4300,36,79,69,364.2,-19.2,357.2,1,371.0,1,4687.56
IO2604,C,4350,36,65,15,302.2,-36.8,311.8,1,326.0,1,4687.56
IO2604,C,4400,36,232,327,277.0,-16.0,276.0,2,280.4,1,4687.56
IO2604,C,4450,36,184,340,234.0,-11.0,227.0,1,235.0,1,4687.56
IO2604,C,4500,36,482,330,190.6,-17.0,190.0,1,194.4,1,4687.56
IO2604,C,4550,36,242,126,154.4,-11.0,147.6,1,154.0,1,4687.56
IO2604,C,4600,36,1178,694,119.2,-12.0,114.2,1,116.6,1,4687.56
IO2604,C,4650,36,1282,642,90.2,-5.6,88.8,1,90.0,1,4687.56
IO2604,C,4700,36,2141,1405,66.6,-6.2,62.4,2,65.6,5,4687.56
IO2604,C,4750,36,1234,808,47.4,-5.2,45.4,1,46.6,1,4687.56
IO2604,C,4800,36,2385,1309,33.2,-5.6,32.2,1,33.2,1,4687.56
IO2604,C,4850,36,1470,750,23.8,-4.8,22.6,1,24.2,1,4687.56
IO2604,C,4900,36,1840,589,17.8,-3.0,16.8,1,17.8,1,4687.56
IO2604,C,4950,36,778,207,13.8,-2.8,12.8,2,13.8,1,4687.56
IO2604,C,5000,36,1517,528,11.4,-1.8,10.4,3,11.0,1,4687.56
IO2604,C,5100,36,752,141,8.0,-0.8,7.4,1,7.8,6,4687.56
IO2604,C,5200,36,674,314,6.0,-0.8,5.8,2,6.0,1,4687.56
IO2604,C,5300,36,2381,541,5.6,-0.4,5.0,8,5.2,1,4687.56
IO2604,P,4100,36,770,407,9.2,1.8,9.4,3,9.6,3,4687.56
IO2604,P,4150,36,258,57,10.4,1.8,11.0,1,11.2,1,4687.56
IO2604,P,4200,36,755,415,12.4,2.4,12.6,1,13.6,1,4687.56
IO2604,P,4250,36,411,121,14.8,2.4,15.2,1,16.2,1,4687.56
IO2604,P,4300,36,813,355,18.6,3.6,18.8,1,19.0,1,4687.56
IO2604,P,4350,36,622,151,23.0,4.8,23.4,1,24.2,1,4687.56
IO2604,P,4400,36,878,512,27.6,5.0,28.0,1,28.6,1,4687.56
IO2604,P,4450,36,679,370,35.0,7.0,35.0,1,37.2,1,4687.56
IO2604,P,4500,36,1757,580,44.4,7.8,45.0,99,46.6,1,4687.56
IO2604,P,4550,36,527,260,54.4,7.8,56.0,1,59.2,1,4687.56
IO2604,P,4600,36,1292,420,72.4,12.2,73.8,1,74.8,1,4687.56
IO2604,P,4650,36,1325,973,92.6,12.0,91.6,1,95.6,1,4687.56
IO2604,P,4700,36,1678,865,116.4,12.8,115.2,1,123.2,1,4687.56
IO2604,P,4750,36,662,153,145.8,12.8,146.8,1,154.8,1,4687.56
IO2604,P,4800,36,367,52,183.2,14.4,184.0,1,191.8,1,4687.56
IO2604,P,4850,36,179,41,229.4,21.4,224.2,1,230.6,1,4687.56
IO2604,P,4900,36,256,19,274.0,21.4,264.6,1,278.0,1,4687.56
IO2604,P,4950,36,84,12,320.0,25.2,309.6,1,324.2,1,4687.56
IO2604,P,5000,36,113,10,367.4,25.8,356.6,1,371.6,1,4687.56
IO2604,P,5100,36,65,12,459.6,22.4,453.2,1,468.2,1,4687.56
IO2604,P,5200,36,61,17,555.2,21.4,547.6,1,567.4,1,4687.56
IO2604,P,5300,36,118,24,648.6,16.4,646.0,1,666.8,1,4687.56
