合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,42202,11181,31021,69.55,57991,34203,23788,2026-04-28
159915,创业板ETF易方达,1260113,646238,613875,104.32,1369508,670279,699229,2026-04-28
159919,沪深300ETF嘉实,111240,77406,33834,65.83,178164,107435,70729,2026-04-28
159922,中证500ETF嘉实,131797,76065,55732,69.85,268860,158294,110566,2026-04-28
