合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,116,21303,472128,271738,200390,73.74,1189548,680412,509136,2026-04-28
510300,沪深300ETF华泰柏瑞,120,35646,535996,282208,253788,89.93,1102958,617950,485008,2026-04-28
510500,中证500ETF南方,132,167114,1103463,538790,564673,104.8,1152894,556925,595969,2026-04-28
588000,科创50ETF华夏,116,64219,1337206,720277,616929,85.65,1745885,927073,818812,2026-04-28
588080,科创50ETF易方达,110,8598,193673,115971,77702,67.0,400212,216372,183840,2026-04-28
