合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,134616,99547,35069,81.79,90029,49524,40505,2026-05-22
159915,创业板ETF易方达,2515899,1372741,1143158,117.5,1757677,808123,949554,2026-05-22
159919,沪深300ETF嘉实,119668,65197,54471,66.56,219156,131577,87579,2026-05-22
159922,中证500ETF嘉实,372131,180990,191141,65.16,368403,223063,145340,2026-05-22
