ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price,future_price
MO2606,C,5200,28,206,14,3395.4,91.2,3359.2,1,3433.4,1,8692.665,8589.8
MO2606,C,5400,28,113,57,3201.6,97.0,3148.6,1,3231.4,1,8692.665,8589.8
MO2606,C,5600,28,225,7,2897.0,-8.0,2951.6,1,3030.8,1,8692.665,8589.8
MO2606,C,5800,28,163,33,2815.0,109.6,2756.0,1,2792.0,1,8692.665,8589.8
MO2606,C,6000,28,272,65,2631.8,126.0,2555.2,1,2628.0,1,8692.665,8589.8
MO2606,C,6200,28,271,65,2411.6,105.2,2357.2,1,2426.6,1,8692.665,8589.8
MO2606,C,6400,28,308,93,2197.4,90.2,2160.0,1,2225.4,1,8692.665,8589.8
MO2606,C,6600,28,383,47,1960.0,51.6,2000.0,1,2015.0,1,8692.665,8589.8
MO2606,C,6700,28,61,88,1911.8,102.8,1878.4,1,1915.8,1,8692.665,8589.8
MO2606,C,6800,28,583,126,1813.4,103.6,1779.8,1,1816.6,1,8692.665,8589.8
MO2606,C,6900,28,363,66,1700.6,89.6,1677.8,1,1717.2,1,8692.665,8589.8
MO2606,C,7000,28,559,158,1591.0,78.6,1581.2,1,1599.8,1,8692.665,8589.8
MO2606,C,7100,28,316,91,1516.0,102.0,1480.4,1,1519.2,1,8692.665,8589.8
MO2606,C,7200,28,873,591,1415.8,99.6,1380.8,1,1420.2,1,8692.665,8589.8
MO2606,C,7300,28,145,71,1311.4,92.4,1282.8,1,1322.4,1,8692.665,8589.8
MO2606,C,7400,28,1255,734,1208.6,86.0,1184.4,1,1224.6,1,8692.665,8589.8
MO2606,C,7500,28,320,343,1102.4,75.2,1089.2,1,1127.2,1,8692.665,8589.8
MO2606,C,7600,28,1464,917,1032.8,99.6,1003.4,1,1016.2,1,8692.665,8589.8
MO2606,C,7700,28,959,87,951.6,110.6,911.0,1,924.6,1,8692.665,8589.8
MO2606,C,7800,28,3286,347,844.8,93.6,821.0,1,833.2,2,8692.665,8589.8
MO2606,C,7900,28,3693,576,749.0,128.0,730.8,1,742.8,1,8692.665,8589.8
MO2606,C,8000,28,9782,1498,658.0,126.4,645.8,1,654.6,1,8692.665,8589.8
MO2606,C,8100,28,1053,755,578.8,121.0,558.2,1,571.8,1,8692.665,8589.8
MO2606,C,8200,28,3699,1698,486.0,97.6,485.0,1,489.0,2,8692.665,8589.8
MO2606,C,8300,28,2036,2364,412.4,92.2,412.4,1,416.2,3,8692.665,8589.8
MO2606,C,8400,28,5084,4612,343.4,81.0,342.4,2,344.6,1,8692.665,8589.8
MO2606,C,8500,28,2962,8405,287.4,70.4,287.0,5,287.6,1,8692.665,8589.8
MO2606,C,8600,28,6986,18377,228.8,57.8,228.8,2,230.4,2,8692.665,8589.8
MO2606,C,8700,28,8524,16065,185.0,51.0,184.8,1,185.0,12,8692.665,8589.8
MO2606,C,8800,28,10418,22555,146.6,40.0,145.0,1,146.6,17,8692.665,8589.8
MO2606,C,8900,28,6261,10639,110.0,28.8,109.4,4,111.8,1,8692.665,8589.8
MO2606,C,9000,28,12876,23866,86.2,22.2,86.0,12,86.2,12,8692.665,8589.8
MO2606,C,9100,28,4567,5880,64.8,17.8,63.0,1,64.8,3,8692.665,8589.8
MO2606,C,9200,28,8109,6775,48.8,11.0,48.8,1,49.0,7,8692.665,8589.8
MO2606,C,9300,28,2960,3776,35.6,7.6,35.4,6,35.8,1,8692.665,8589.8
MO2606,C,9400,28,4637,5671,26.0,4.8,26.0,1,26.8,1,8692.665,8589.8
MO2606,C,9500,28,3427,4171,19.0,2.6,19.0,6,19.2,3,8692.665,8589.8
MO2606,C,9600,28,5649,4165,14.2,0.8,14.2,13,14.4,3,8692.665,8589.8
MO2606,C,9700,28,2831,2539,10.0,1.0,10.0,5,10.2,2,8692.665,8589.8
MO2606,C,9800,28,3774,2295,7.2,0.2,7.2,6,7.4,12,8692.665,8589.8
MO2606,C,9900,28,5004,2488,5.6,0.4,5.6,5,5.8,4,8692.665,8589.8
MO2606,P,5200,28,2573,108,1.0,-0.4,1.0,4,1.2,7,8692.665,8589.8
MO2606,P,5400,28,929,33,1.4,0.0,1.4,1,1.6,3,8692.665,8589.8
MO2606,P,5600,28,1375,64,1.6,0.0,1.4,19,1.6,5,8692.665,8589.8
MO2606,P,5800,28,1469,76,1.6,0.0,1.4,18,1.6,2,8692.665,8589.8
MO2606,P,6000,28,1327,48,1.4,-0.2,1.4,5,1.6,3,8692.665,8589.8
MO2606,P,6200,28,1097,115,1.4,-0.2,1.2,8,1.4,1,8692.665,8589.8
MO2606,P,6400,28,1424,138,1.8,-0.4,1.8,3,2.0,5,8692.665,8589.8
MO2606,P,6600,28,1261,83,1.8,-0.8,1.8,3,2.0,3,8692.665,8589.8
MO2606,P,6700,28,572,192,1.8,-1.2,1.8,2,2.0,4,8692.665,8589.8
MO2606,P,6800,28,1931,209,2.6,-1.6,2.6,2,2.8,9,8692.665,8589.8
MO2606,P,6900,28,603,395,2.6,-1.8,2.6,3,2.8,9,8692.665,8589.8
MO2606,P,7000,28,3126,1217,3.6,-2.4,3.6,7,3.8,5,8692.665,8589.8
MO2606,P,7100,28,815,867,4.0,-3.0,3.8,5,4.0,4,8692.665,8589.8
MO2606,P,7200,28,2311,1392,4.8,-4.0,4.6,2,4.8,8,8692.665,8589.8
MO2606,P,7300,28,2290,1586,6.0,-5.6,5.8,10,6.0,8,8692.665,8589.8
MO2606,P,7400,28,4587,2072,7.6,-7.2,7.6,27,7.8,6,8692.665,8589.8
MO2606,P,7500,28,4720,2639,11.4,-9.4,11.2,15,11.4,2,8692.665,8589.8
MO2606,P,7600,28,5383,3827,15.6,-10.8,15.6,2,15.8,6,8692.665,8589.8
MO2606,P,7700,28,4394,3961,21.4,-16.2,21.2,1,21.6,4,8692.665,8589.8
MO2606,P,7800,28,5258,4593,30.2,-19.8,30.0,2,30.8,1,8692.665,8589.8
MO2606,P,7900,28,4365,4417,41.4,-27.4,41.2,1,41.6,2,8692.665,8589.8
MO2606,P,8000,28,11791,11864,55.2,-32.8,55.0,1,55.2,2,8692.665,8589.8
MO2606,P,8100,28,4230,4494,72.0,-38.4,72.0,7,73.0,1,8692.665,8589.8
MO2606,P,8200,28,6470,8538,92.8,-47.2,92.6,25,93.6,1,8692.665,8589.8
MO2606,P,8300,28,4298,7598,117.8,-60.2,117.4,1,118.6,1,8692.665,8589.8
MO2606,P,8400,28,5217,10911,149.2,-73.0,149.2,5,150.0,1,8692.665,8589.8
MO2606,P,8500,28,5130,17565,189.0,-81.4,189.0,2,189.6,1,8692.665,8589.8
MO2606,P,8600,28,6637,14846,235.6,-88.2,235.0,2,236.0,3,8692.665,8589.8
MO2606,P,8700,28,6865,8022,289.0,-102.0,285.2,2,289.0,1,8692.665,8589.8
